title,link,authors,publication
"Molecular evolution and phylogenetics Molecular evolution and phylogenetics, 2000",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:n3vGvpFsckwC,"Y Niimura, M Nei","Journal of human genetics 51 (6), 505-517, 2006"
"Selectionism and neutralism in molecular evolution (vol 22, pg 2318, 2005)",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:nPTYJWkExTIC,M Nei,"MOLECULAR BIOLOGY AND EVOLUTION 23 (5), 1095-1095, 2006"
Adaptive evolution of the variable region genes of an unusual type of immunoglobulins in camelids.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:RXiHnyRawswC,"C Su, VK Nguyen, M Nei",
POLYMORPHISM AND EVOLUTION BY A BIRTH-AND-DEATH PROCESS IN MHC GENES,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:RtRctb2lSbAC,M Nei,"The Journal of Animal Genetics 28 (Supplement), 1-2, 2000"
"Genome Diversity and Evolution: AGA Symposium Issue, the Pennsylvania State University, University Park, PA, June 12-13, 1999",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ndLnGcHYRF0C,M Nei,"Oxford University Press, 2000"
"Institute of Molecular Evolutionary Genetics and Department of Biology The Pennsylvania State University University Park, PA 16802 USA",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:SpPTWFSNUtQC,M Nei,"Origins And Past Of Modern Humans, The: Towards Reconciliation 3, 27, 1998"
"KIMURA, MOTOO (1924-1994)",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:oTdOBqtIf_kC,M NEI,"MOLECULAR BIOLOGY AND EVOLUTION 12 (5), 719-722, 1995"
"The History and Geography of Human Genes-edited by LL Cavalli-Sforza, P. Menozzi and A. Piazza Princeton University Press, 1994. &120. 00/$150.00 hbk (viii+ 1068 pages) ISBN 0 …",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:WwIwg2wKZ0QC,M Nei,"Trends in Genetics 11 (7), 292-293, 1995"
The History and Geography of Human Genes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:__bU50VfleQC,M Nei,"Trends in Genetics 7 (11), 292-293, 1995"
Human Populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:CMvovTBb2okC,M NEI,"Genetics of Cellular, Individual, Family, and Population Variability, 239, 1993"
"PAPERS FROM THE INTERNATIONAL-CONFERENCE ON MOLECULAR EVOLUTION, HELD AT UNIVERSITY-PARK, PENNSYLVANIA, JUNE 11-14, 1992-FORWARD",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:pYKElYtJMmwC,"M NEI, TS WHITTAM","MOLECULAR BIOLOGY AND EVOLUTION 10 (1), 1-1, 1993"
PRESIDENT OF THE ACADEMY,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:JWITY9-sCbMC,M Nei,
A bibliography on computational molecular biology and genetics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:GYcXSSpN504C,"M Nei, T Blumenthal",
Making Methods for Molecular Data,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:NxmKEeNBbOMC,M NEI,"Phylogenetic Analysis of DNA Sequences, 90, 1991"
"US $19.95, 196 pp Population Genetics, FB Christiansen, MW Feldman, Blackwell Scientific Publications, New York (1986) US $28.95 ($15.95 paperback), 273 pp Basic Concepts in …",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:pQTOvowfQioC,M Nei,"Bulletin of Mathematical Biology 50 (2), 200-201, 1988"
Population Genetics Theory: Deterministic Models,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:vVJNg6_NJEsC,M Nei,"Molecular Evolutionary Genetics, 327-351, 1987"
Population Genetics Theory: Stochastic Models,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:3lUAU8Oskd0C,M Nei,"Molecular Evolutionary Genetics, 352-403, 1987"
Genomic Evolution,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:xyvS_IvSCKsC,M Nei,"Molecular Evolutionary Genetics, 111-148, 1987"
Implications for Evolutionary Theory,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:KI9T_ytC6pkC,M Nei,"Molecular Evolutionary Genetics, 404-432, 1987"
Statistical testing in dermatoglyphic studies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:KWzIFqRkAKkC,"R Dahlqvist, N Fröhlander, K Shimizu, H Keino, A Mizutani, T Itoh, ...","Human heredity 35 (4), 271-272, 1985"
Workshop on DNA polymorphisms.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:L24QuVWYgZ0C,"L Cavalli-Sforza, K Davies, K Smith, P Pearson, P Gerald, S Naylor, ...","Progress in clinical and biological research 103, 79-81, 1982"
Evolution of pseudogenes and its relevance to the neutrality vs selection controversy,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:WWeOtg8bX_EC,"WH Li, T Gojobori, M Nei","Genetics 97 (1), 1981"
"University of Texas at Houston, Houston, Texas 77025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:tz746QTLzJkC,M Nei,"Vito Volterra Symposium on Mathematical Models in Biology: Proceedings of a …, 1980"
In a study of the number of gene differences between related species,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:rbGdIwl2e6cC,M NEI,"Stochastic Models in Population Genetics 7, 258, 1977"
Drift Variances of FSTiand GST Statistics Obtained from a Finite Number of Isolated Populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:g8uWPOAv7ggC,NEI MASATOSHI,
Drift Variances of F and Ger Statistics Obtained from a Finite Number of lsolated Populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:7Frjd3zlGBUC,"M NEI, A CHAKRAvARTI",
Hidden genetic variability within and between electromorphs in finite populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:R-LXmdHK_14C,"M Nei, R Chakraborty",
STABLE LINKAGE DISEQUILIBRIUM WITHOUT EPISTASIS IN SUBDIVIDED POPULATIONS,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Azgs6IHzeyYC,"H WEN, M NEI",
FERTILITY EXCESS NECESSARY FOR GENE SUBSTITUTION IN REGULATED POPULATIONS1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:eH23hyXCXa4C,NE MASATOSHI,"Genetics 68, 169-184, 1971"
Welcome to My Research! layer,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:c1AJUTjuCtUC,"Y Niimura, M Nei",
Masatoshi Nei-Masatoshi Nei,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:tBlTYpvFGQIC,M Nei,
in Large Populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:BJtnxTr0fRcC,NEI MASATosHI,
Drift variances of heterozygosity and genetic,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:idthP5jqfYAC,"LI WEN-HSIUNG, M NEI",
The transient distribution of allele frequencies under mutation pressure,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:3A3nxV7CjKIC,NEI MASATOSHI,
Non-random association between electromorphs and inversion chromosomes in finite populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:kUhpeDhEZMUC,NEI MASATOSHI,
Masatoshi Nei,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=300&pagesize=100&citation_for_view=VxOmZDgAAAAJ:yeL6HyUMUGUC,"M Nei, M Nei",
Section EVOLUTIONARY GENOMICS: Co-editor,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Y0-TYkg6YM4C,"T Gojobori, FG Alvarez-Valin, U Arnason, M Batzer, J Bertranpetit, Z Chen, ...",
EVOLUTIONARY EPISTEMOLOGY,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:cBPnxVikjH8C,"M Nei, S Kumar, P Oxford",
Section EVOLUTIONARY GENOMICS Section FUNCTIONAL GENOMICS,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:orDZ08hpP44C,"T Gojobori, G Bernardi, F Ayala, D Hartl, M Nei, E Zuckerkandl, ...",
Interior-branch and bootstrap tests of phylogenetic trees,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:PQEM9vzQD9gC,"A Rzhetsky, M Nei",
Section EVOLUTIONARY GENOMICS: Section FUNCTIONAL GENOMICS: Co-editor,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ymY9cBF3mdcC,"T Gojobori, G Bernardi, F Ayala, D Hartl, M Nei, E Zuckerkandl, ...",
THEORETICAL POPULATION,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:dAp6zn-oMfAC,"K Dietz, S Karlin, T Schoener, J Roughgarden, A Templeton, P Abrams, ...",
"BULMER, MG, 187",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Ic1VZgkJnDsC,"PM BURROWS, RM CAPOCELLI, LL CAVALLI-SFORZA, ...",
THEORETICAL POPULATION BIOLOGY,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:c_xDhezhKKUC,"CC Cockerham, K Dietz, S Karlin, RW Hiorns, T Schoener, ...",
THEORETICAL POPULATION,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:37UQlXuwjP4C,"JF Crow, N Keyfitz, NTJ Bailey, W Bodmer, J Bourgeois-Pichat, ...",
THEORETICAL POPULATION,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:lYAcb2jw7qUC,"CC Cockerham, K Dietz, S Karlin, RW Hiorns, T Schoener, NTJ Bailey, ...",
Polymorphism and Evolution of Inﬂuenza A Virus Genes ‘,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:nqdriD65xNoC,"N Saitou, M Nei",
Interpretation of FOREL clusters,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:LGlY6t8CeOMC,"S Kumar, K Tamura, IB Jakobsen, M Nei",
Sewall Wright's view on the role of genetic drift in evolution is,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:D_tqNUsBuKoC,M Nei,
Institute of Molecular Evolutionary Genetics and Department of Biology,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:L_l9e5I586QC,M Nei,
Polymorphism and the,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:C33y2ycGS3YC,"M NEI, DAN GRAUR",
A Note on Positive Identification of Paternity by Using,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:eGYfIraVYiQC,"PP Majumder, M Nei",
"Fumio Tajimo, ond Takashi Gojobori",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:kJDgFkosVoMC,M Nei,
"Center for Demographic and Population Genetics, University of Texas at Houston, Texas 77025, USA",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:zdjWy_NXXwUC,M NEI,
"maximum parsimony method. Nevertheless, it is a useful method for obtaining a rough idea",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:27LrP4qxOz0C,"ROFP TREES, M Nei, A Rzhetsky",
Genetic Distance and Electrophoretic ldentity,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:-DxkuPiZhfEC,"M Nei, R Chakraborty",
PHYLOGENETIC ANALYSIS IN MOLECULAR EVOLUTIONARY,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=400&pagesize=100&citation_for_view=VxOmZDgAAAAJ:CYCckWUYoCcC,M Nei,
